text,intent,split
what's the nutritional info for a subway chicken sandwhich,nutrition_info,train
what are the nutrition facts for a rodeo cheese burger at burger king,nutrition_info,train
how healthy is pho,nutrition_info,train
what's the nutritional value for a pizza lunchable,nutrition_info,train
how healthy is stax chips,nutrition_info,train
what's the nutritional info for a cup of noodle soup,nutrition_info,train
does my calendar have anything for january 1st,calendar,train
what is there on january 1st on my calendar,calendar,train
are there any events on my calendar for january 1st,calendar,train
what do i have to do on january 1st,calendar,train
do i have anything scheduled on january 1st,calendar,train
what items do i have on my calendar for easter,calendar,train
"what do i have on my calendar today, the 3rd",calendar,train
"what've i got set for friday, the 13th, of next year",calendar,train
is my daughter's birthday on my calendar,calendar,train
did i had my wife and mine anniversary to my calendar,calendar,train
did i put an item on the calendar to get the dog neutered,calendar,train
"can you tell me what's on my calendar for march 05, 2019",calendar,train
does the calendar already have easter noted on it,calendar,train
do i have a note on the calendar for black friday,calendar,train
what's on my calendar for march 01,calendar,train
anything on the schedule for october 14th,calendar,train
what does my schedule look like for april 1,calendar,train
do i have anything to do march 2nd,calendar,train
what do i have on my calendar for february 8,calendar,train
how is my calendar looking for may 6th,calendar,train
what do i have planned on my calendar for next sunday,calendar,train
do i have anything on my calendar next sunday,calendar,train
show me my calendar for next sunday,calendar,train
is my calendar free next sunday,calendar,train
what is on my calendar next sunday,calendar,train
what do i have scheduled on march 2nd on my calendar,calendar,train
are there any events on my calendar for march 2nd,calendar,train
have i scheduled anything on march 2nd on my calendar,calendar,train
do i have anything on my calendar for march 2nd,calendar,train
what do i have going on march 2nd on my calendar,calendar,train
what's happening on may 3rd,calendar,train
what's in the books for april 30th,calendar,train
what do i have going on may 4th,calendar,train
what is on my calander for valentines day,calendar,train
on the 26th what is on the table for my calendar,calendar,train
when am i next having a meeting in december,calendar,train
what is currently on my calendar for friday the 1st,calendar,train
tell what is showing on my calendar for the 17th of march,calendar,train
i wanna know what is currently on my calendar for friday the 1st,calendar,train
let me know what is showing on my calendar for the 17th of march,calendar,train
please inform me what is showing on my calendar for the 17th of march,calendar,train
i must know what is currently on my calendar for friday the 1st,calendar,train
i need to know what is currently on my calendar for friday the 1st,calendar,train
what is showing on my calendar for the 17th of march,calendar,train
i gotta know what is currently on my calendar for friday the 1st,calendar,train
tell me what is showing on my calendar for the 17th of march,calendar,train
what do i have scheduled on 3/15,calendar,train
what do i have planned on 3/15,calendar,train
what do i have to do on march 2 that's on my calendar,calendar,train
tell me what is on my calendar for march 2,calendar,train
what do i have on my calendar for march 2,calendar,train
let me know my march 2 calendar,calendar,train
what is on march 2 calendar,calendar,train
what time is my haircut on wednesday,calendar,train
do i have any appointments on tuesday,calendar,train
can you see whether i have an event called amy's surprise party on my calendar,calendar,train
can you tell me what my may 1st will be like according to my calendar,calendar,train
tell me everything on my calendar for may 1,calendar,train
remind me of the date of the event called 'anniversary dinner,calendar,train
what is on my schedule for the day of march 5th,calendar,train
what do i have scheduled for february 28th,calendar,train
what events are on my calendar for april 1st,calendar,train
is there an event titled anniversary dinner on my calendar,calendar,train
tell me if there is an event called annual physical in my calendar,calendar,train
can you give me an overview of what march 23 will look like for me,calendar,train
